index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['neutral', 'entailment', 'neutral', 'neutral', 'neutral']",2931759630.jpg#4,neutral,2931759630.jpg#4r1n,A man in a boom lift bucket welds.,( ( ( A man ) ( in ( a boom ) ) ) ( ( lift ( bucket welds ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (NN boom)))) (VP (VBP lift) (NP (NN bucket) (NNS welds))) (. .))),A man is working indoors.,( ( A man ) ( ( is ( working indoors ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG working) (ADVP (RB indoors)))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'neutral']",4871416563.jpg#1,entailment,4871416563.jpg#1r1e,A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,( ( ( A ( ( young dark-haired ) woman ) ) ( with ( red sun ) ) ) ( visor ( ( holding ( an ( open ( white umbrella ) ) ) ) ( amidst ( ( a crowd ) ( of people ) ) ) ) ) ),(ROOT (S (NP (NP (DT A) (ADJP (JJ young) (JJ dark-haired)) (NN woman)) (PP (IN with) (NP (JJ red) (NN sun)))) (VP (VBP visor) (S (VP (VBG holding) (NP (DT an) (JJ open) (JJ white) (NN umbrella)) (PP (IN amidst) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NNS people)))))))))),A raven haired woman is seen by the crowd holding a white opened umbrella.,( ( A ( raven ( haired woman ) ) ) ( ( is ( ( seen ( by ( the crowd ) ) ) ( holding ( a ( white ( opened umbrella ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ raven) (JJ haired) (NN woman)) (VP (VBZ is) (VP (VBN seen) (PP (IN by) (NP (DT the) (NN crowd))) (S (VP (VBG holding) (NP (DT a) (JJ white) (VBN opened) (NN umbrella)))))) (. .)))
,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",4871416563.jpg#1,contradiction,4871416563.jpg#1r1c,A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,( ( ( A ( ( young dark-haired ) woman ) ) ( with ( red sun ) ) ) ( visor ( ( holding ( an ( open ( white umbrella ) ) ) ) ( amidst ( ( a crowd ) ( of people ) ) ) ) ) ),(ROOT (S (NP (NP (DT A) (ADJP (JJ young) (JJ dark-haired)) (NN woman)) (PP (IN with) (NP (JJ red) (NN sun)))) (VP (VBP visor) (S (VP (VBG holding) (NP (DT an) (JJ open) (JJ white) (NN umbrella)) (PP (IN amidst) (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NNS people)))))))))),The dark haired girl is making a scene amoungst the crowd for hitting people with her umbrella.,( ( The ( dark ( haired girl ) ) ) ( ( is ( making ( ( a scene ) ( ( amoungst ( the crowd ) ) ( for ( ( hitting people ) ( with ( her umbrella ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ dark) (JJ haired) (NN girl)) (VP (VBZ is) (VP (VBG making) (S (NP (DT a) (NN scene)) (VP (VB amoungst) (NP (DT the) (NN crowd)) (PP (IN for) (S (VP (VBG hitting) (NP (NNS people)) (PP (IN with) (NP (PRP$ her) (NN umbrella)))))))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",2204677106.jpg#0,neutral,2204677106.jpg#0r1n,"Overly dramatic couple pose for a picture where an ""angry ""man ""chokes"" a woman who sticks out her tongue.",( ( ( Overly dramatic ) couple ) ( ( ( pose ( for ( ( a picture ) ( where ( ( an ( `` ( angry ( `` ( man ( `` ( chokes '' ) ) ) ) ) ) ) ( a woman ) ) ) ) ) ) ( who ( ( sticks out ) ( her tongue ) ) ) ) . ) ),(ROOT (S (NP (ADJP (RB Overly) (JJ dramatic)) (NN couple)) (VP (VBP pose) (PP (IN for) (NP (NP (DT a) (NN picture)) (SBAR (WHADVP (WRB where)) (S (NP (DT an) (`` ``) (JJ angry) (`` ``) (NN man) (`` ``) (NN chokes) ('' '')) (NP (DT a) (NN woman)))))) (SBAR (WHNP (WP who)) (S (VP (VBZ sticks) (PRT (RP out)) (NP (PRP$ her) (NN tongue)))))) (. .))),A man is mad at the woman,( ( A man ) ( is ( mad ( at ( the woman ) ) ) ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (ADJP (JJ mad) (PP (IN at) (NP (DT the) (NN woman)))))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",3716647219.jpg#3,neutral,3716647219.jpg#3r1n,A girl in a hat steers her electric wheelchair.,( ( ( A girl ) ( in ( a hat ) ) ) ( ( steers ( her ( electric wheelchair ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN girl)) (PP (IN in) (NP (DT a) (NN hat)))) (VP (VBZ steers) (NP (PRP$ her) (JJ electric) (NN wheelchair))) (. .))),A girl is following her parents on a wheelchair.,( ( A girl ) ( ( is ( ( following ( her parents ) ) ( on ( a wheelchair ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN girl)) (VP (VBZ is) (VP (VBG following) (NP (PRP$ her) (NNS parents)) (PP (IN on) (NP (DT a) (NN wheelchair))))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",2194466679.jpg#2,entailment,2194466679.jpg#2r1e,A tennis player in a pink outfit serves the ball to her opponent.,( ( ( A ( tennis player ) ) ( in ( a ( pink outfit ) ) ) ) ( ( ( serves ( the ball ) ) ( to ( her opponent ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN tennis) (NN player)) (PP (IN in) (NP (DT a) (JJ pink) (NN outfit)))) (VP (VBZ serves) (NP (DT the) (NN ball)) (PP (TO to) (NP (PRP$ her) (NN opponent)))) (. .))),The woman hits a ball.,( ( The woman ) ( ( hits ( a ball ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ hits) (NP (DT a) (NN ball))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2194466679.jpg#2,neutral,2194466679.jpg#2r1n,A tennis player in a pink outfit serves the ball to her opponent.,( ( ( A ( tennis player ) ) ( in ( a ( pink outfit ) ) ) ) ( ( ( serves ( the ball ) ) ( to ( her opponent ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN tennis) (NN player)) (PP (IN in) (NP (DT a) (JJ pink) (NN outfit)))) (VP (VBZ serves) (NP (DT the) (NN ball)) (PP (TO to) (NP (PRP$ her) (NN opponent)))) (. .))),The girl hits the ball to her coach.,( ( The girl ) ( ( ( hits ( the ball ) ) ( to ( her coach ) ) ) . ) ),(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ hits) (NP (DT the) (NN ball)) (PP (TO to) (NP (PRP$ her) (NN coach)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",5157924597.jpg#3,neutral,5157924597.jpg#3r1n,A man is performing for a group in front of a white house.,( ( A man ) ( ( is ( performing ( for ( ( a group ) ( in ( front ( of ( a ( white house ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG performing) (PP (IN for) (NP (NP (DT a) (NN group)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (JJ white) (NN house))))))))) (. .))),The man performed in front of his own house.,( ( The man ) ( ( performed ( in ( front ( of ( his ( own house ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBD performed) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP$ his) (JJ own) (NN house)))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",221973402.jpg#3,contradiction,221973402.jpg#3r1c,a black dog chases a boy wearing red and blue.,( ( a ( black dog ) ) ( ( chases ( ( a boy ) ( wearing ( ( red and ) blue ) ) ) ) . ) ),(ROOT (S (NP (DT a) (JJ black) (NN dog)) (VP (VBZ chases) (NP (NP (DT a) (NN boy)) (VP (VBG wearing) (ADJP (JJ red) (CC and) (JJ blue))))) (. .))),a dog chases his tail,( ( a dog ) ( chases ( his tail ) ) ),(ROOT (S (NP (DT a) (NN dog)) (VP (VBZ chases) (NP (PRP$ his) (NN tail)))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2759596272.jpg#1,neutral,2759596272.jpg#1r1n,A young girl jumps off her swing in front of building.,( ( A ( young girl ) ) ( ( ( ( jumps off ) ( her swing ) ) ( in ( front ( of building ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN girl)) (VP (VBZ jumps) (PRT (RP off)) (NP (PRP$ her) (NN swing)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NN building)))))) (. .))),girl plays in park,( girl ( plays ( in park ) ) ),(ROOT (S (NP (NN girl)) (VP (VBZ plays) (PP (IN in) (NP (NN park))))))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4612143549.jpg#2,entailment,4612143549.jpg#2r1e,Four people walk across stepping stones in a body of water.,( ( Four people ) ( ( walk ( across ( ( stepping stones ) ( in ( ( a body ) ( of water ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Four) (NNS people)) (VP (VBP walk) (PP (IN across) (S (VP (VBG stepping) (NP (NNS stones)) (PP (IN in) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water))))))))) (. .))),Four people are standing up.,( ( Four people ) ( ( are ( standing up ) ) . ) ),(ROOT (S (NP (CD Four) (NNS people)) (VP (VBP are) (VP (VBG standing) (PRT (RP up)))) (. .)))
,"['contradiction', 'neutral', 'neutral', 'neutral', 'neutral']",5311725126.jpg#0,neutral,5311725126.jpg#0r1c,An older man sifts water through his fingers as a young toddler watches from inside the water.,( ( ( An ( older ( man ( sifts water ) ) ) ) ( through ( ( his fingers ) ( as ( a ( young toddler ) ) ) ) ) ) ( ( watches ( from ( inside ( the water ) ) ) ) . ) ),(ROOT (S (NP (NP (DT An) (JJR older) (NN man) (NNS sifts) (NN water)) (PP (IN through) (NP (NP (PRP$ his) (NNS fingers)) (PP (IN as) (NP (DT a) (JJ young) (NN toddler)))))) (VP (VBZ watches) (PP (IN from) (PP (IN inside) (NP (DT the) (NN water))))) (. .))),A older man and toddler playfully splash each other while in water,( ( ( ( A ( older man ) ) and ) ( toddler ( playfully splash ) ) ) ( ( each ( other while ) ) ( in water ) ) ),(ROOT (NP (NP (NP (DT A) (JJR older) (NN man)) (CC and) (NP (NN toddler) (NN playfully) (NN splash))) (NP (NP (DT each) (JJ other) (NN while)) (PP (IN in) (NP (NN water))))))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",181970350.jpg#4,contradiction,181970350.jpg#4r1c,A man in purple tie is singing.,( ( ( A man ) ( in ( purple tie ) ) ) ( ( is singing ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (JJ purple) (NN tie)))) (VP (VBZ is) (VP (VBG singing))) (. .))),A man is talking to others.,( ( A man ) ( ( is ( talking ( to others ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG talking) (PP (TO to) (NP (NNS others))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'entailment', 'neutral']",4526883901.jpg#2,neutral,4526883901.jpg#2r1n,An old gray-haired man with glasses in a gray t-shirt is working on a sculpture.,( ( ( An ( old ( gray-haired man ) ) ) ( with ( glasses ( in ( a ( gray t-shirt ) ) ) ) ) ) ( ( is ( working ( on ( a sculpture ) ) ) ) . ) ),(ROOT (S (NP (NP (DT An) (JJ old) (JJ gray-haired) (NN man)) (PP (IN with) (NP (NP (NNS glasses)) (PP (IN in) (NP (DT a) (JJ gray) (NN t-shirt)))))) (VP (VBZ is) (VP (VBG working) (PP (IN on) (NP (DT a) (NN sculpture))))) (. .))),The man is 100 years old,( ( The man ) ( is ( ( 100 years ) old ) ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (ADJP (NP (CD 100) (NNS years)) (JJ old)))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2463991834.jpg#2,neutral,2463991834.jpg#2r1n,Four men in the forest move a cannon down the path.,( ( ( Four men ) ( in ( the forest ) ) ) ( ( ( move ( a cannon ) ) ( down ( the path ) ) ) . ) ),(ROOT (S (NP (NP (CD Four) (NNS men)) (PP (IN in) (NP (DT the) (NN forest)))) (VP (VBP move) (NP (DT a) (NN cannon)) (PP (IN down) (NP (DT the) (NN path)))) (. .))),The men are preparing to siege a castle.,( ( The men ) ( ( are ( preparing ( to ( siege ( a castle ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG preparing) (S (VP (TO to) (VP (VB siege) (NP (DT a) (NN castle))))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2463991834.jpg#2,entailment,2463991834.jpg#2r1e,Four men in the forest move a cannon down the path.,( ( ( Four men ) ( in ( the forest ) ) ) ( ( ( move ( a cannon ) ) ( down ( the path ) ) ) . ) ),(ROOT (S (NP (NP (CD Four) (NNS men)) (PP (IN in) (NP (DT the) (NN forest)))) (VP (VBP move) (NP (DT a) (NN cannon)) (PP (IN down) (NP (DT the) (NN path)))) (. .))),The men are in the woods.,( ( The men ) ( ( are ( in ( the woods ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (PP (IN in) (NP (DT the) (NNS woods)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",42975444.jpg#1,neutral,42975444.jpg#1r1n,A lady in a white tank and shorts fixing a wooden drawer.,( ( ( ( A lady ) ( in ( ( ( a ( white tank ) ) and ) shorts ) ) ) ( fixing ( a ( wooden drawer ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN lady)) (PP (IN in) (NP (NP (DT a) (JJ white) (NN tank)) (CC and) (NP (NNS shorts))))) (VP (VBG fixing) (NP (DT a) (JJ wooden) (NN drawer))) (. .))),The woman is wearing black shorts.,( ( The woman ) ( ( is ( wearing ( black shorts ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (NP (JJ black) (NNS shorts)))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",2911928620.jpg#4,contradiction,2911928620.jpg#4r1n,A racer on a motorcycle lifts one hand in the air.,( ( ( A racer ) ( on ( a motorcycle ) ) ) ( ( lifts ( ( one hand ) ( in ( the air ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN racer)) (PP (IN on) (NP (DT a) (NN motorcycle)))) (VP (VBZ lifts) (NP (NP (CD one) (NN hand)) (PP (IN in) (NP (DT the) (NN air))))) (. .))),A person waves at the camera.,( ( ( A ( person waves ) ) ( at ( the camera ) ) ) . ),(ROOT (NP (NP (DT A) (NN person) (NNS waves)) (PP (IN at) (NP (DT the) (NN camera))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",210711305.jpg#0,contradiction,210711305.jpg#0r1c,"A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage.","( ( ( ( ( A man ) and ) ( two women ) ) ( are ( ( walking down ) ( a ( wooded path ) ) ) ) ) ( , ( ( the man ) ( ( is ( pushing ( ( a ( young child ) ) ( in ( a ( three ( wheel carriage ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (S (NP (NP (DT A) (NN man)) (CC and) (NP (CD two) (NNS women))) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (JJ wooded) (NN path))))) (, ,) (NP (DT the) (NN man)) (VP (VBZ is) (VP (VBG pushing) (NP (NP (DT a) (JJ young) (NN child)) (PP (IN in) (NP (DT a) (CD three) (NN wheel) (NN carriage)))))) (. .)))",Two guys kidnap a woman.,( ( Two guys ) ( ( kidnap ( a woman ) ) . ) ),(ROOT (S (NP (CD Two) (NNS guys)) (VP (VB kidnap) (NP (DT a) (NN woman))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",210711305.jpg#0,entailment,210711305.jpg#0r1e,"A man and two women are walking down a wooded path, the man is pushing a young child in a three wheel carriage.","( ( ( ( ( A man ) and ) ( two women ) ) ( are ( ( walking down ) ( a ( wooded path ) ) ) ) ) ( , ( ( the man ) ( ( is ( pushing ( ( a ( young child ) ) ( in ( a ( three ( wheel carriage ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (S (NP (NP (DT A) (NN man)) (CC and) (NP (CD two) (NNS women))) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (JJ wooded) (NN path))))) (, ,) (NP (DT the) (NN man)) (VP (VBZ is) (VP (VBG pushing) (NP (NP (DT a) (JJ young) (NN child)) (PP (IN in) (NP (DT a) (CD three) (NN wheel) (NN carriage)))))) (. .)))","A man and a pair of women are walking down a wooden path, with the man is pushing a young child in a three wheel carriage.","( ( ( ( A man ) and ) ( ( a pair ) ( of women ) ) ) ( ( are ( ( ( ( walking down ) ( a ( wooden path ) ) ) , ) ( with ( ( the man ) ( is ( pushing ( ( a ( young child ) ) ( in ( a ( three ( wheel carriage ) ) ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (NP (DT a) (NN pair)) (PP (IN of) (NP (NNS women))))) (VP (VBP are) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (JJ wooden) (NN path)) (, ,) (SBAR (IN with) (S (NP (DT the) (NN man)) (VP (VBZ is) (VP (VBG pushing) (NP (NP (DT a) (JJ young) (NN child)) (PP (IN in) (NP (DT a) (CD three) (NN wheel) (NN carriage)))))))))) (. .)))"
,"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",3052709425.jpg#2,neutral,3052709425.jpg#2r1n,A older man with gray hair wearing a gray suit next to a green and yellow taxi.,( ( ( ( A ( older man ) ) ( with ( gray hair ) ) ) ( ( ( wearing ( a ( gray suit ) ) ) next ) ( to ( a ( ( ( green and ) yellow ) taxi ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (JJR older) (NN man)) (PP (IN with) (NP (JJ gray) (NN hair)))) (VP (VBG wearing) (NP (DT a) (JJ gray) (NN suit)) (ADVP (JJ next)) (PP (TO to) (NP (DT a) (ADJP (JJ green) (CC and) (JJ yellow)) (NN taxi)))) (. .))),A taxi driver with gray hair next to a green and yellow taxi.,( ( ( ( A ( taxi driver ) ) ( with ( gray hair ) ) ) ( next ( to ( a ( ( ( green and ) yellow ) taxi ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN taxi) (NN driver)) (PP (IN with) (NP (JJ gray) (NN hair))) (ADVP (JJ next) (PP (TO to) (NP (DT a) (ADJP (JJ green) (CC and) (JJ yellow)) (NN taxi)))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral']",6337111139.jpg#4,contradiction,6337111139.jpg#4r1c,A choir of youths are singing.,( ( ( A choir ) ( of youths ) ) ( ( are singing ) . ) ),(ROOT (S (NP (NP (DT A) (NN choir)) (PP (IN of) (NP (NNS youths)))) (VP (VBP are) (VP (VBG singing))) (. .))),the children are singing at home,( ( the children ) ( are ( singing ( at home ) ) ) ),(ROOT (S (NP (DT the) (NNS children)) (VP (VBP are) (VP (VBG singing) (PP (IN at) (NP (NN home)))))))
,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",4835492560.jpg#0,neutral,4835492560.jpg#0r1e,A young redheaded girl in a blue shirt is walking and talking with a boy in black Pearl Jam shirt.,( ( ( A ( young ( redheaded girl ) ) ) ( in ( a ( blue shirt ) ) ) ) ( ( is ( ( ( walking and ) talking ) ( with ( ( a boy ) ( in ( black ( Pearl ( Jam shirt ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (JJ redheaded) (NN girl)) (PP (IN in) (NP (DT a) (JJ blue) (NN shirt)))) (VP (VBZ is) (VP (VBG walking) (CC and) (VBG talking) (PP (IN with) (NP (NP (DT a) (NN boy)) (PP (IN in) (NP (JJ black) (NNP Pearl) (NNP Jam) (NN shirt))))))) (. .))),A couple of young people hanging out.,( ( ( ( A couple ) ( of ( young people ) ) ) ( hanging out ) ) . ),(ROOT (NP (NP (NP (DT A) (NN couple)) (PP (IN of) (NP (JJ young) (NNS people)))) (VP (VBG hanging) (PRT (RP out))) (. .)))
,"['entailment', 'neutral', 'entailment', 'entailment', 'entailment']",4179301928.jpg#4,entailment,4179301928.jpg#4r1e,A man and a woman are on a seesaw.,( ( ( ( A man ) and ) ( a woman ) ) ( ( are ( on ( a seesaw ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (CC and) (NP (DT a) (NN woman))) (VP (VBP are) (PP (IN on) (NP (DT a) (NN seesaw)))) (. .))),Two adults on a seesaw.,( ( ( Two adults ) ( on ( a seesaw ) ) ) . ),(ROOT (NP (NP (CD Two) (NNS adults)) (PP (IN on) (NP (DT a) (NN seesaw))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction']",1297871927.jpg#2,contradiction,1297871927.jpg#2r1c,Sexy young men stand on a balcony having a heated conversation.,( Sexy ( ( young men ) ( ( stand ( on ( ( a balcony ) ( having ( a ( heated conversation ) ) ) ) ) ) . ) ) ),(ROOT (S (ADVP (RB Sexy)) (NP (JJ young) (NNS men)) (VP (VBP stand) (PP (IN on) (NP (NP (DT a) (NN balcony)) (VP (VBG having) (NP (DT a) (VBN heated) (NN conversation)))))) (. .))),The young men are in complete agreement.,( ( The ( young men ) ) ( ( are ( in ( complete agreement ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ young) (NNS men)) (VP (VBP are) (PP (IN in) (NP (JJ complete) (NN agreement)))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",1297871927.jpg#2,entailment,1297871927.jpg#2r1e,Sexy young men stand on a balcony having a heated conversation.,( Sexy ( ( young men ) ( ( stand ( on ( ( a balcony ) ( having ( a ( heated conversation ) ) ) ) ) ) . ) ) ),(ROOT (S (ADVP (RB Sexy)) (NP (JJ young) (NNS men)) (VP (VBP stand) (PP (IN on) (NP (NP (DT a) (NN balcony)) (VP (VBG having) (NP (DT a) (VBN heated) (NN conversation)))))) (. .))),Young men are arguing.,( ( Young men ) ( ( are arguing ) . ) ),(ROOT (S (NP (NNP Young) (NNS men)) (VP (VBP are) (VP (VBG arguing))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4636445159.jpg#3,contradiction,4636445159.jpg#3r1c,Woman wearing an orange scarf holding a cellphone.,( ( Woman ( ( wearing ( an ( orange scarf ) ) ) ( holding ( a cellphone ) ) ) ) . ),(ROOT (NP (NP (NNP Woman)) (VP (VBG wearing) (NP (DT an) (JJ orange) (NN scarf)) (S (VP (VBG holding) (NP (DT a) (NN cellphone))))) (. .))),A woman wearing a blue scarf is working at a factory.,( ( ( A woman ) ( wearing ( a ( blue scarf ) ) ) ) ( ( is ( working ( at ( a factory ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (VP (VBG wearing) (NP (DT a) (JJ blue) (NN scarf)))) (VP (VBZ is) (VP (VBG working) (PP (IN at) (NP (DT a) (NN factory))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'entailment']",526847964.jpg#4,neutral,526847964.jpg#4r1n,Politician John McCain on a talk show.,( ( ( Politician ( John McCain ) ) ( on ( a talk ) ) ) ( show . ) ),(ROOT (S (NP (NP (NNP Politician) (NNP John) (NNP McCain)) (PP (IN on) (NP (DT a) (NN talk)))) (VP (VBP show)) (. .))),John McCain is talking about politics.,( ( John McCain ) ( ( is ( talking ( about politics ) ) ) . ) ),(ROOT (S (NP (NNP John) (NNP McCain)) (VP (VBZ is) (VP (VBG talking) (PP (IN about) (NP (NNS politics))))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",526847964.jpg#4,contradiction,526847964.jpg#4r1c,Politician John McCain on a talk show.,( ( ( Politician ( John McCain ) ) ( on ( a talk ) ) ) ( show . ) ),(ROOT (S (NP (NP (NNP Politician) (NNP John) (NNP McCain)) (PP (IN on) (NP (DT a) (NN talk)))) (VP (VBP show)) (. .))),John McCain is hosting a talk show.,( ( John McCain ) ( ( is ( hosting ( a ( talk show ) ) ) ) . ) ),(ROOT (S (NP (NNP John) (NNP McCain)) (VP (VBZ is) (VP (VBG hosting) (NP (DT a) (NN talk) (NN show)))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",3294336227.jpg#4,entailment,3294336227.jpg#4r1e,Person in a long red coat walking in front of a building.,( ( ( Person ( in ( a ( long ( red coat ) ) ) ) ) ( walking ( in ( front ( of ( a building ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Person)) (PP (IN in) (NP (DT a) (JJ long) (JJ red) (NN coat)))) (VP (VBG walking) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN building)))))) (. .))),A man in a coat takes a stroll outdoors.,( ( ( A man ) ( in ( a coat ) ) ) ( ( ( takes ( a stroll ) ) outdoors ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (NN coat)))) (VP (VBZ takes) (NP (DT a) (NN stroll)) (ADVP (RB outdoors))) (. .)))
,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'contradiction']",4819960206.jpg#0,contradiction,4819960206.jpg#0r1c,A young Asian child stands at the top of some steps and does n't seem to notice the person taking their picture.,( ( A ( young ( Asian child ) ) ) ( ( ( ( stands ( at ( ( the top ) ( of ( some steps ) ) ) ) ) and ) ( ( does n't ) ( seem ( to ( notice ( ( the person ) ( taking ( their picture ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (JJ Asian) (NN child)) (VP (VP (VBZ stands) (PP (IN at) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (DT some) (NNS steps)))))) (CC and) (VP (VBZ does) (RB n't) (VP (VB seem) (S (VP (TO to) (VP (VB notice) (NP (NP (DT the) (NN person)) (VP (VBG taking) (NP (PRP$ their) (NN picture)))))))))) (. .))),A child notices his mom taking a picture.,( ( A child ) ( ( ( notices ( his mom ) ) ( taking ( a picture ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBD notices) (NP (PRP$ his) (NN mom)) (S (VP (VBG taking) (NP (DT a) (NN picture))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'entailment']",3319646890.jpg#4,neutral,3319646890.jpg#4r1n,Three people are outside.,( ( Three people ) ( ( are outside ) . ) ),(ROOT (S (NP (CD Three) (NNS people)) (VP (VBP are) (ADJP (JJ outside))) (. .))),Three people enjoying the great outdoors.,( ( ( Three people ) ( enjoying ( the ( great outdoors ) ) ) ) . ),(ROOT (NP (NP (CD Three) (NNS people)) (VP (VBG enjoying) (NP (DT the) (JJ great) (NN outdoors))) (. .)))
,"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']",3319646890.jpg#4,neutral,3319646890.jpg#4r1c,Three people are outside.,( ( Three people ) ( ( are outside ) . ) ),(ROOT (S (NP (CD Three) (NNS people)) (VP (VBP are) (ADJP (JJ outside))) (. .))),Two people standing.,( ( ( Two people ) standing ) . ),(ROOT (NP (NP (CD Two) (NNS people)) (VP (VBG standing)) (. .)))
